Ensembl_ID	Gene_Name	1_CompHet_1_F508del_G1061R	2_CompHet_2_F508del_W1282X	3_CompHet_3_F508del_G542X	4_F508del_F508del_1	5_F508del_F508del_2	6_F508del_F508del_3	7_F508del_F508del_4	8_Control_1	9_Control_2	10_Control_3	11_Control_4	12_Control_5	13_Control_6	ERCC1	ERCC2
ENSG00000140718	FTO	4	1168	1	170	1	622	3	125	112	448	881	275	440	969	471
ENSG00000140740	UQCRC2	1121	2240	575	1251	3	97	797	1095	1156	994	1531	1468	574	3230	2521
ENSG00000140743	CDR2	0	77	0	36	0	1	1	84	113	75	26	45	68	346	268
ENSG00000140749	IGSF6	603	228	5407	1490	1399	3876	4834	200	1087	1170	467	232	383	51	33
ENSG00000140750	ARHGAP17	29	167	5	78	0	0	0	8	0	150	2	1	103	529	285
ENSG00000140795	MYLK3	0	2	0	0	0	1	0	0	0	0	0	2	1	82	83
ENSG00000140798	ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140807	NKD1	84	414	0	129	0	0	0	0	0	145	0	0	23	356	397
ENSG00000140829	DHX38	899	728	140	446	3	2	1	708	1459	680	1160	612	1190	1074	1297
ENSG00000140830	TXNL4B	0	100	0	23	0	6	0	0	46	109	270	216	25	126	141
ENSG00000140832	MARVELD3	1264	557	533	1159	2	3	426	1649	809	636	750	969	934	416	231
ENSG00000140835	CHST4	601	1	10	514	0	2	0	90	298	37	129	0	18	2	9
ENSG00000140836	ZFHX3	1249	4043	682	1468	2	431	7	1551	1284	1665	2792	433	2312	2229	2237
ENSG00000140839	CLEC18B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ENSG00000140848	CPNE2	35	228	120	16	0	2033	918	28	140	399	448	386	419	298	206
ENSG00000140853	NLRC5	141	438	621	1428	4	0	2116	303	309	384	525	333	226	319	239
ENSG00000140854	KATNB1	169	1001	201	200	374	1	2	506	0	429	435	211	136	266	177
ENSG00000140859	KIFC3	288	907	196	261	8	32	903	13	292	483	305	45	293	1329	1099
ENSG00000140873	ADAMTS18	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ENSG00000140876	NUDT7	0	1	0	95	0	0	0	83	71	31	224	3	12	13	6
ENSG00000140905	GCSH	0	0	0	0	0	0	1	0	0	1	0	0	18	24	36
ENSG00000140931	CMTM3	1	573	596	143	1	0	0	252	70	62	209	6	219	879	518
ENSG00000140932	CMTM2	28	10	1898	44	6460	3475	16532	97	254	353	64	3	1	35	30
ENSG00000140937	CDH11	0	257	141	0	0	0	1	7	0	0	0	0	0	127	71
ENSG00000140939	NOL3	2	964	71	283	1	0	2	710	246	0	229	42	51	1448	1061
ENSG00000140941	MAP1LC3B	1155	1259	2043	553	1953	494	11795	558	430	941	1025	924	1228	1983	1569
ENSG00000140943	MBTPS1	151	2024	30	549	0	2251	2	190	496	647	442	918	733	1995	1226
ENSG00000140945	CDH13	0	320	2	0	1	0	1	2	0	70	1	108	0	486	362
ENSG00000140948	ZCCHC14	2	361	11	83	0	0	1	113	112	225	526	309	286	313	237
ENSG00000140950	MEAK7	162	263	141	14	0	0	1	278	294	149	199	45	270	392	246
ENSG00000140955	ADAD2	1	0	0	0	1	0	0	0	75	0	0	0	0	0	0
ENSG00000140961	OSGIN1	1	276	536	188	0	0	1	371	0	262	87	109	166	357	256
ENSG00000140968	IRF8	0	0	1	78	0	0	0	1	0	35	1	2	0	74	39
ENSG00000140983	RHOT2	467	3026	1697	1041	10	793	1186	875	1209	671	808	698	906	2390	2151
ENSG00000140986	RPL3L	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000140987	ZSCAN32	427	78	135	0	0	0	0	0	12	83	0	0	264	204	39
ENSG00000140988	RPS2	536	5095	1624	1592	3557	13	722	2022	2224	1038	1824	2003	1656	10052	7207
ENSG00000140990	NDUFB10	551	2218	990	1029	23	141	131	1175	691	540	1278	637	1456	1970	1103
ENSG00000140992	PDPK1	24	644	707	673	0	5	1593	506	290	340	667	407	836	765	826
ENSG00000140993	TIGD7	0	18	0	14	0	0	0	127	73	100	0	0	57	110	134
ENSG00000140995	DEF8	3	698	4	262	1	1381	342	253	110	450	195	555	266	578	533
ENSG00000141002	TCF25	3955	9374	5872	5628	3021	2425	1252	6983	4017	5498	6253	7834	7290	7696	9842
ENSG00000141012	GALNS	3	756	347	73	3	1	317	215	600	417	1490	317	564	890	879
ENSG00000141013	GAS8	1	248	204	0	0	0	1	1	117	0	43	371	175	360	198
ENSG00000141026	MED9	2	535	16	207	28	0	2	371	139	112	314	2	191	395	414
ENSG00000141027	NCOR1	1140	4041	1250	2369	2482	2340	3140	1570	2252	2050	2692	1566	2400	3969	3330
ENSG00000141028	CDRT15P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141030	COPS3	186	1211	701	645	913	4	314	89	474	276	1051	705	531	1580	1167
ENSG00000141034	GID4	154	193	277	2	1	621	1	85	237	220	259	174	41	257	264
ENSG00000141040	ZNF287	4	0	0	0	0	0	0	13	0	0	1	0	3	5	31
ENSG00000141052	MYOCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ENSG00000141068	KSR1	0	139	0	205	54	0	293	0	61	4	0	0	70	167	109
ENSG00000141076	UTP4	1	860	67	469	0	3	0	160	219	148	654	399	401	1311	652
ENSG00000141084	RANBP10	227	198	0	34	0	1	0	19	244	18	171	112	145	394	239
ENSG00000141086	CTRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141096	DPEP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141098	GFOD2	571	551	40	107	2	1764	4	171	520	495	660	382	638	430	370
ENSG00000141101	NOB1	30	972	329	592	1884	1	0	355	678	18	725	742	508	1425	1080
ENSG00000141127	PRPSAP2	2	581	102	141	0	1	0	139	208	118	109	0	342	557	298
ENSG00000141161	UNC45B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141179	PCTP	3	202	209	451	0	0	975	34	2	0	82	186	151	199	154
ENSG00000141194	OR4D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141198	TOM1L1	38	51	2	136	0	0	0	175	57	221	157	340	235	280	220
ENSG00000141200	KIF2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141219	C17orf80	74	86	0	2	0	0	1	0	92	456	272	157	19	222	199
ENSG00000141232	TOB1	2505	1854	1574	1825	1818	146	25	1717	820	1156	2151	1054	1903	1385	1123
ENSG00000141252	VPS53	1081	1730	635	770	467	844	423	755	539	879	1948	1255	992	1363	1372
ENSG00000141255	SPATA22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141258	SGSM2	717	1365	1893	544	1	1	4	535	172	477	380	1402	406	1606	1621
ENSG00000141279	NPEPPS	3064	1781	3176	1166	5867	2442	3170	1332	2989	2532	1510	1272	2029	2706	3195
ENSG00000141293	SKAP1	0	1	0	0	0	0	0	0	158	0	63	0	0	57	41
ENSG00000141294	LRRC46	1	24	0	124	0	1	0	101	206	378	608	30	257	0	20
ENSG00000141295	SCRN2	428	1378	138	156	0	1151	0	280	230	662	82	766	329	1041	415
ENSG00000141298	SSH2	1	454	3068	245	2	1317	1630	6	751	294	137	631	181	607	397
ENSG00000141314	RHBDL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ENSG00000141316	SPACA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141337	ARSG	0	276	58	30	1	1	1	171	89	0	3	2	55	210	309
ENSG00000141338	ABCA8	1	7	10	6	5	2	2	5	1	8	6	6	4	45	23
ENSG00000141349	G6PC3	7	496	56	167	0	0	718	4	106	62	5	112	131	461	349
ENSG00000141367	CLTC	3502	5644	4082	5245	5639	3213	2867	5657	6753	6159	8164	3861	6117	7636	7195
ENSG00000141371	C17orf64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000141376	BCAS3	3	1078	79	148	915	0	47	282	124	262	297	43	411	1348	1041
ENSG00000141378	PTRH2	398	192	85	432	0	1	1	72	296	273	311	43	106	859	436
ENSG00000141380	SS18	801	1135	585	237	0	5	2	652	507	1631	1295	262	1073	1242	917
ENSG00000141384	TAF4B	0	334	0	0	0	0	0	0	0	0	0	0	81	229	158
ENSG00000141385	AFG3L2	890	1221	498	882	761	203	15	923	830	660	1676	1167	744	1872	1623
ENSG00000141391	PRELID3A	0	151	0	0	0	1	0	1	1	0	0	0	1	23	63
ENSG00000141401	IMPA2	48	285	114	20	179	385	3237	49	408	36	393	156	59	569	245
ENSG00000141404	GNAL	4	672	56	606	495	1	1	691	726	471	2574	830	1579	577	420
ENSG00000141424	SLC39A6	269	8226	1014	754	201	24	4	1015	812	1142	1935	1099	1607	10800	8168
ENSG00000141425	RPRD1A	3	677	205	60	1	1	661	239	230	179	667	502	438	1155	762
ENSG00000141428	C18orf21	177	257	1	193	0	0	153	321	229	1	519	119	42	295	129
ENSG00000141429	GALNT1	1593	1195	1624	1161	3676	1091	7	1943	1533	2000	1893	992	1157	1138	1048
ENSG00000141431	ASXL3	0	0	0	1	0	0	0	0	0	0	73	38	0	41	93
ENSG00000141433	ADCYAP1	0	0	0	0	0	1	0	0	188	0	0	69	0	0	18
ENSG00000141434	MEP1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141437	SLC25A52	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000141441	GAREM1	4	714	807	156	3	1365	1	995	937	747	211	391	679	269	281
ENSG00000141446	ESCO1	521	905	415	834	327	5	263	383	515	496	668	357	414	1164	1111
ENSG00000141447	OSBPL1A	705	988	1507	1141	434	1260	933	1052	425	764	1424	879	1098	880	884
ENSG00000141448	GATA6	0	82	0	135	0	0	0	0	0	5	0	18	7	62	70
ENSG00000141449	GREB1L	0	177	0	0	0	0	0	0	0	0	0	0	0	200	148
ENSG00000141452	RMC1	77	238	203	0	0	1	0	80	26	112	716	0	73	224	128
ENSG00000141456	PELP1	0	578	917	1045	0	0	2	650	413	185	1133	241	742	1167	1265
ENSG00000141458	NPC1	378	1489	508	516	508	1	952	238	449	328	305	407	463	772	584
ENSG00000141469	SLC14A1	221	169	0	1	1	1	0	47	0	0	0	0	0	135	154
ENSG00000141480	ARRB2	2155	1899	4694	1643	3473	4408	13734	2629	1987	1126	856	373	694	1256	1074
ENSG00000141485	SLC13A5	0	286	0	0	0	1	0	1	0	0	1	0	0	78	207
ENSG00000141497	ZMYND15	127	7	246	20	0	66	0	113	0	180	227	0	194	36	28
ENSG00000141499	WRAP53	0	59	11	0	0	0	1	0	2	4	0	25	68	26	73
ENSG00000141503	MINK1	261	354	295	47	0	2	1	119	288	216	247	157	140	162	138
ENSG00000141504	SAT2	163	1405	946	984	1	4	4	562	681	577	1522	524	1131	1237	931
ENSG00000141505	ASGR1	0	583	2	112	0	107	1	3	1	0	2	2	0	1378	1156
ENSG00000141506	PIK3R5	9	164	3118	412	2658	668	5921	148	598	140	0	11	174	82	77
ENSG00000141510	TP53	205	473	0	139	2	171	0	263	257	335	29	1	276	1076	515
ENSG00000141519	CCDC40	0	144	0	1	0	1	0	1	96	77	179	31	103	85	49
ENSG00000141522	ARHGDIA	1590	1986	3565	2277	6993	3012	3691	1386	928	1169	1737	3150	541	2167	1616
ENSG00000141524	TMC6	2140	2986	1304	1517	1539	3	756	702	1984	1963	1365	1060	1084	1396	1492
ENSG00000141526	SLC16A3	1485	3684	8590	5955	4759	7186	7792	3527	2476	2875	1563	3044	1020	4028	2939
ENSG00000141527	CARD14	1	101	3	1	0	0	0	0	1	0	125	0	7	74	73
ENSG00000141540	TTYH2	0	179	53	68	0	0	0	1	0	0	0	0	0	43	132
ENSG00000141542	RAB40B	4	34	176	146	34	1	1	313	150	356	417	3	226	328	108
ENSG00000141543	EIF4A3	544	1219	1051	690	2936	1482	1605	1073	1690	626	573	674	807	2726	1368
ENSG00000141551	CSNK1D	983	1987	2572	1152	1635	4713	19493	943	1074	1700	1007	2302	1346	1787	1313
ENSG00000141552	ANAPC11	1581	4325	2651	1245	2982	1641	1065	2010	1121	1651	2287	2866	2007	4351	2970
ENSG00000141556	TBCD	209	1847	421	773	1	4	2	1141	537	868	869	495	860	1745	1466
ENSG00000141560	FN3KRP	1	379	9	153	0	1	0	105	420	0	0	258	317	654	243
ENSG00000141562	NARF	365	597	857	681	13	539	1183	117	523	85	743	1044	708	943	754
ENSG00000141564	RPTOR	185	266	73	154	1	0	1	107	12	94	329	11	121	199	243
ENSG00000141568	FOXK2	707	1163	22	878	1	233	55	133	361	383	456	354	639	1618	1123
ENSG00000141569	TRIM65	1	496	167	119	1	4	31	420	603	6	228	0	195	969	957
ENSG00000141570	CBX8	0	76	1	59	0	0	0	0	3	59	2	24	55	233	115
ENSG00000141574	SECTM1	1278	1401	3173	9306	3230	5627	12238	1629	2309	1476	728	1265	715	734	345
ENSG00000141576	RNF157	1	619	1	3	1	1	8	3	0	45	0	39	0	763	580
ENSG00000141577	CEP131	188	32	124	28	2	1	1	175	44	98	64	274	27	481	293
ENSG00000141579	ZNF750	457	307	884	505	2	0	2	309	222	205	279	1049	300	163	92
ENSG00000141580	WDR45B	2652	3025	3139	2333	3020	1892	798	4041	2257	2840	5012	3090	3339	2580	2099
ENSG00000141582	CBX4	661	2267	2929	594	5560	3687	6297	984	358	817	834	1029	721	2516	2422
ENSG00000141622	RNF165	0	128	1	0	0	0	1	85	64	0	1	87	0	272	262
ENSG00000141627	DYM	0	309	170	244	1	0	0	709	489	237	793	570	422	630	385
ENSG00000141639	MAPK4	0	55	1	0	0	0	0	0	0	0	0	0	0	176	128
ENSG00000141642	ELAC1	396	54	112	1	0	0	1	147	103	125	247	113	95	65	65
ENSG00000141644	MBD1	276	252	20	480	997	1	1	265	114	443	24	352	302	581	482
ENSG00000141646	SMAD4	29	797	113	361	1	1	1	160	68	137	451	444	439	746	659
ENSG00000141655	TNFRSF11A	442	70	257	0	0	0	0	1	328	101	0	210	308	132	110
ENSG00000141664	ZCCHC2	728	1097	817	1299	33	11	119	301	245	419	313	690	971	740	836
ENSG00000141665	FBXO15	0	171	0	0	0	0	0	150	547	12	559	169	399	142	21
ENSG00000141668	CBLN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141682	PMAIP1	876	1674	421	1422	1065	977	1285	666	466	862	557	625	291	863	1252
ENSG00000141696	P3H4	0	372	28	0	4	0	0	1	1	0	68	379	9	1187	781
ENSG00000141698	NT5C3B	7	681	66	35	2	32	1	1	280	63	71	280	259	886	376
ENSG00000141699	RETREG3	265	841	1008	473	1198	169	217	474	305	697	324	1436	585	431	464
ENSG00000141736	ERBB2	1348	779	881	1575	598	984	3	812	1171	647	2069	1466	1326	439	420
ENSG00000141738	GRB7	521	475	594	523	3	1039	65	297	391	217	156	1093	347	496	321
ENSG00000141741	MIEN1	2	1074	458	468	294	356	0	612	281	284	192	457	446	627	294
ENSG00000141744	PNMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141748	ARL5C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141750	STAC2	0	2	0	0	0	0	0	0	41	0	0	0	0	0	26
ENSG00000141753	IGFBP4	866	3941	1293	629	2	5	5	160	482	565	598	1040	1223	3849	2619
ENSG00000141756	FKBP10	8	2928	130	5	7	7	11	8	1	5	3	7	6	3766	2219
ENSG00000141759	TXNL4A	1292	2344	503	1626	1511	851	1310	1091	1029	607	1010	1355	1386	2122	1871
ENSG00000141837	CACNA1A	0	148	1	39	1	3	218	175	64	2	0	1	0	189	220
ENSG00000141854	MISP3	0	0	1	0	0	0	0	0	0	3	53	0	29	2	16
ENSG00000141858	SAMD1	4	1033	25	198	970	997	0	36	429	292	202	290	68	1340	1083
ENSG00000141867	BRD4	3316	6739	5257	4187	13677	6614	6213	4537	4193	5140	4057	4940	4094	7336	6986
ENSG00000141873	SLC39A3	176	570	282	396	1	1	2	20	135	123	220	248	201	462	265
ENSG00000141905	NFIC	777	3643	964	2268	15	431	1032	2199	1830	2262	3029	1045	2898	4045	3033
ENSG00000141933	TPGS1	1	7	33	49	0	3	0	55	48	1	0	404	0	25	59
ENSG00000141934	PLPP2	289	3037	1429	2673	1612	162	6	2104	1210	1721	2781	2593	2625	1338	911
ENSG00000141946	ZIM3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000141956	PRDM15	0	503	1	1	2	1	0	14	32	254	255	0	170	411	415
ENSG00000141959	PFKL	181	2653	323	1395	5	3	717	824	719	348	775	733	627	2611	1746
ENSG00000141965	FEM1A	32	694	230	662	4	156	404	324	370	257	196	449	833	699	832
ENSG00000141968	VAV1	385	733	1158	1755	4630	1988	3665	1129	975	909	803	1042	879	584	628
ENSG00000141971	MVB12A	137	1044	98	333	681	356	3	100	160	261	152	76	381	917	654
ENSG00000141977	CIB3	0	98	0	0	0	0	0	0	0	0	0	0	59	5	0
ENSG00000141979	AC008764.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141985	SH3GL1	1829	3056	4046	2242	2721	2120	51	1676	998	1885	1778	3218	1227	2093	1723
ENSG00000141994	DUS3L	1	144	1	0	1	1	0	3	3	139	0	2	55	141	141
ENSG00000142002	DPP9	19	1238	355	214	450	1	2	197	10	72	14	17	64	465	429
ENSG00000142025	DMRTC2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142039	CCDC97	469	326	306	611	1	4	1225	128	426	313	975	767	476	532	418
ENSG00000142046	TMEM91	3	222	119	5	1	1	3873	9	212	5	256	1	85	91	131
ENSG00000142065	ZFP14	232	139	67	231	0	1	0	2	199	302	343	7	133	290	252
ENSG00000142082	SIRT3	0	173	221	183	0	0	0	244	263	62	349	154	40	346	193
ENSG00000142089	IFITM3	821	5161	3509	10907	3547	7167	10731	1965	1688	1527	1534	3577	858	6005	2850
ENSG00000142102	PGGHG	3	310	187	3	2	1328	103	0	2	78	0	1	0	265	227
ENSG00000142149	HUNK	1	37	0	1	0	0	0	153	101	115	67	378	432	91	210
ENSG00000142156	COL6A1	3	4158	1452	2	7	6	4	132	7	144	0	189	274	4703	3794
ENSG00000142163	OR1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142166	IFNAR1	1485	1718	1322	2603	1568	1851	3369	1685	2849	1509	2061	2451	1921	1501	1253
ENSG00000142168	SOD1	2072	7607	2713	2021	584	801	1766	2757	3808	3171	5955	5341	4792	7242	5939
ENSG00000142173	COL6A2	0	1253	62	0	2	1	0	0	38	0	3	140	77	1674	933
ENSG00000142178	SIK1	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142182	DNMT3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142185	TRPM2	0	246	1	0	0	1	1384	0	0	1	0	0	42	175	186
ENSG00000142186	SCYL1	644	561	316	1319	3229	596	9	430	1249	323	752	758	624	996	681
ENSG00000142188	TMEM50B	159	915	182	421	1	43	0	382	882	603	899	855	540	680	533
ENSG00000142192	APP	3499	8053	3125	3587	4596	1614	243	3397	6918	4285	4066	4725	6068	9589	6052
ENSG00000142197	DOP1B	362	757	85	231	0	2	126	687	476	1038	471	228	558	864	528
ENSG00000142207	URB1	694	1193	422	7	2	684	0	176	342	546	410	186	549	503	731
ENSG00000142208	AKT1	51	194	174	337	96	635	265	361	736	137	675	267	176	1290	565
ENSG00000142224	IL19	311	227	424	1875	2050	1	1	427	794	575	166	2371	161	46	13
ENSG00000142227	EMP3	0	57	37	17	1	1	3	0	0	61	0	33	0	142	82
ENSG00000142230	SAE1	493	2078	1139	684	4	878	0	828	682	172	605	2227	917	3471	1846
ENSG00000142233	NTN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ENSG00000142235	LMTK3	90	320	369	518	307	1	10	59	446	299	0	815	240	270	156
ENSG00000142252	GEMIN7	0	70	0	0	0	1	0	53	28	8	29	95	39	238	32
ENSG00000142273	CBLC	1	9	151	0	0	232	0	78	335	2	0	28	189	24	6
ENSG00000142279	WTIP	0	114	297	108	0	1	3	0	47	143	103	211	236	204	254
ENSG00000142303	ADAMTS10	0	6	0	0	0	0	0	0	0	0	0	0	0	9	4
ENSG00000142319	SLC6A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142327	RNPEPL1	356	2675	1270	1400	1842	1916	1793	750	653	1069	1639	1839	990	1845	746
ENSG00000142330	CAPN10	0	52	58	99	0	0	0	1	59	63	0	180	87	254	302
ENSG00000142347	MYO1F	45	397	4138	330	1988	8771	16428	343	1245	1295	153	494	123	335	321
ENSG00000142396	ERVK3-1	0	291	0	0	0	1	0	59	1	62	138	55	44	402	150
ENSG00000142405	NLRP12	0	23	262	1	0	0	11	206	10	1	0	1	0	15	15
ENSG00000142408	CACNG8	0	323	112	0	0	0	0	5	1	1	2	0	1	225	287
ENSG00000142409	ZNF787	531	1382	771	644	392	1412	3155	618	824	1121	414	942	574	754	876
ENSG00000142444	TIMM29	989	521	222	42	1	0	8	525	73	306	493	128	59	539	380
ENSG00000142449	FBN3	0	1	0	0	0	0	0	0	0	0	0	0	0	38	51
ENSG00000142453	CARM1	691	3044	790	342	866	1	4	1005	945	701	1182	699	606	2203	1893
ENSG00000142459	EVI5L	511	188	303	0	3	1	0	13	32	315	112	0	36	91	89
ENSG00000142484	TM4SF5	0	21	1	0	0	0	0	0	0	0	0	0	50	333	291
ENSG00000142494	SLC47A1	0	137	0	0	0	0	0	46	0	0	0	0	0	87	99
ENSG00000142507	PSMB6	642	1832	1653	835	1	486	2593	908	1163	405	788	1429	1141	2221	1053
ENSG00000142511	GPR32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142512	SIGLEC10	3	31	0	0	0	260	821	1	60	2	0	67	11	0	21
ENSG00000142513	ACP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142515	KLK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142528	ZNF473	0	559	1	107	0	0	0	9	4	30	143	1	101	338	426
ENSG00000142530	FAM71E1	0	102	0	0	0	0	0	0	75	0	112	0	45	10	20
ENSG00000142534	RPS11	4371	19679	8005	9058	8671	4762	3964	8915	4888	4533	6285	11633	6073	21382	13017
ENSG00000142538	PTH2	0	0	0	0	0	1	0	0	0	0	0	0	0	49	0
ENSG00000142539	AC020909.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142541	RPL13A	2393	13652	7192	8176	6151	3913	1794	10832	8355	6713	8048	14002	8390	25383	19215
ENSG00000142544	CTU1	1	347	0	0	0	0	0	2	10	12	57	172	29	83	95
ENSG00000142546	NOSIP	385	1173	1028	363	4	1951	1615	274	517	590	191	417	749	834	697
ENSG00000142549	IGLON5	0	0	0	0	0	0	0	0	0	0	0	0	0	123	57
ENSG00000142552	RCN3	0	0	0	0	0	0	0	66	0	0	0	0	0	3	0
ENSG00000142556	ZNF614	2	187	21	0	1	0	0	0	0	101	1	382	17	157	78
ENSG00000142583	SLC2A5	0	237	0	0	0	1	0	1	0	0	0	0	0	273	123
ENSG00000142599	RERE	1780	1173	652	1729	3	2	183	893	1610	1393	1993	594	1765	1372	1407
ENSG00000142606	MMEL1	0	0	300	154	0	0	1	0	0	7	83	40	89	6	39
ENSG00000142609	CFAP74	0	28	0	0	1	2	1	0	2	50	0	15	296	0	2
ENSG00000142611	PRDM16	0	0	0	0	0	0	0	0	0	0	0	0	0	8	36
ENSG00000142615	CELA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142619	PADI3	0	1	2	2	0	0	1	0	110	0	0	483	40	70	62
ENSG00000142621	FHAD1	2	519	0	239	2	5	2	296	1996	553	2541	292	3839	142	158
ENSG00000142623	PADI1	1528	1488	2352	4391	12	3634	5	1387	3773	1830	300	793	975	580	172
ENSG00000142627	EPHA2	381	414	385	266	9	235	2	79	987	251	262	297	102	407	187
ENSG00000142632	ARHGEF19	3	350	363	0	249	0	1	272	653	286	200	244	212	194	270
ENSG00000142634	EFHD2	2998	2244	7884	6224	5089	6456	15220	3579	5512	4802	2519	5756	3837	1321	924
ENSG00000142655	PEX14	411	225	0	114	1	4	0	59	150	166	469	217	54	243	109
ENSG00000142657	PGD	2150	3218	2289	3008	770	1748	3472	3491	1899	2096	1687	1332	2496	2791	1341
ENSG00000142661	MYOM3	0	0	0	0	0	0	0	0	0	0	0	8	1	0	4
ENSG00000142669	SH3BGRL3	981	2399	3713	1752	1861	1536	6909	1189	2102	1751	106	1195	866	2121	1050
ENSG00000142675	CNKSR1	0	52	16	1	0	0	0	304	126	62	283	783	14	70	30
ENSG00000142676	RPL11	4015	20554	6909	7593	5302	3934	4247	13200	9505	6271	9465	11538	7222	36718	23957
ENSG00000142677	IL22RA1	0	87	117	104	1	1	0	1	237	1	0	0	49	47	26
ENSG00000142684	ZNF593	600	1767	1112	586	1	1	5	560	582	309	791	2613	682	1122	872
ENSG00000142686	C1orf216	0	229	140	0	1	0	0	3	0	0	162	1	0	307	199
ENSG00000142687	KIAA0319L	1495	2678	2100	2456	1806	1809	1123	2002	1521	2115	1542	2539	2163	2739	2187
ENSG00000142694	EVA1B	160	52	214	109	0	0	0	0	267	10	289	155	227	142	48
ENSG00000142698	C1orf94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142700	DMRTA2	571	536	483	1447	3	3612	1	1195	683	913	1165	637	988	345	100
ENSG00000142731	PLK4	0	86	0	0	0	0	0	0	0	0	167	0	166	61	69
ENSG00000142733	MAP3K6	215	175	399	719	0	0	1	138	350	107	408	32	403	398	143
ENSG00000142748	FCN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142751	GPN2	422	373	160	120	0	0	0	233	195	283	482	122	191	663	345
ENSG00000142765	SYTL1	8	771	677	336	1	1	3	640	405	337	236	77	379	379	151
ENSG00000142784	WDTC1	8	588	403	116	4	1622	250	407	570	450	413	256	384	322	309
ENSG00000142789	CELA3A	0	0	0	0	0	0	0	0	0	0	0	0	0	62	8
ENSG00000142794	NBPF3	1	0	2	0	1	2	1	2	0	0	41	0	65	71	24
ENSG00000142798	HSPG2	276	1498	304	344	0	3	3	477	273	428	101	359	437	872	799
ENSG00000142856	ITGB3BP	361	388	477	247	0	0	1	122	126	76	236	29	416	819	883
ENSG00000142864	SERBP1	2507	8159	6087	6008	759	1808	364	5153	5362	3367	7604	6034	6895	10159	12722
ENSG00000142867	BCL10	36	287	649	1286	0	1	88	515	104	351	304	1415	382	173	316
ENSG00000142871	CCN1	80	513	97	288	0	171	30	206	689	437	527	342	83	3031	2549
ENSG00000142875	PRKACB	2	142	55	185	0	3	1	19	0	492	209	0	134	544	359
ENSG00000142892	PIGK	0	60	15	247	0	0	0	101	90	270	212	111	378	462	284
ENSG00000142910	TINAGL1	0	533	267	316	0	0	0	205	53	60	81	485	99	204	99
ENSG00000142920	AZIN2	0	47	0	0	0	0	0	31	1	0	67	3	171	57	64
ENSG00000142937	RPS8	6695	40188	10647	15291	10720	6848	4458	18060	16361	11131	16632	20740	14872	81468	60856
ENSG00000142945	KIF2C	72	686	326	76	0	1	1	0	0	4	80	80	0	1286	967
ENSG00000142949	PTPRF	878	2469	539	1616	1145	2816	3	2286	3398	2660	4642	2510	3002	3274	2185
ENSG00000142959	BEST4	1	34	1	1	1037	0	0	98	0	0	0	0	83	0	46
ENSG00000142961	MOB3C	2	4	1451	0	1154	116	745	54	161	94	119	661	113	126	86
ENSG00000142973	CYP4B1	621	3208	2555	6503	1538	3846	15	6001	6017	8522	9066	9510	7224	1660	710
